Sample,Target,Replication Number,Quantity Mean,Quantity SD
MEMO110,HMV4,2,NA,NA
MEMO111,HMV4,2,NA,NA
MEMO112,HMV4,2,NA,NA
MEMO113,HMV4,2,NA,NA
MEMO128,HMV4,2,NA,NA
NC,HMV4,2,NA,NA
MEMO141,HMV4,2,NA,NA
MEMO146,HMV4,2,NA,NA
MEMO142,HMV4,2,24.71394040575293,"1.9022231037508908,"
MEMO143,HMV4,2,NA,NA
MEMO144,HMV4,2,1036.459404627042,"34.04970849421879,"
MEMO145,HMV4,2,5.593522512345024,"3.4513892904452734,"
MEMO129,HMV4,2,NA,NA
MEMO130,HMV4,2,NA,NA
MEMO131,HMV4,2,NA,NA
MEMO132,HMV4,2,NA,NA
MEMO133,HMV4,2,NA,NA
MEMO134,HMV4,2,NA,NA
MEMO135,HMV4,2,NA,NA
MEMO136,HMV4,2,NA,NA
MEMO137,HMV4,2,NA,NA
MEMO138,HMV4,2,NA,NA
MEMO139,HMV4,2,NA,NA
MEMO140,HMV4,2,NA,NA
MEMO147,HMV4,2,NA,NA
MEMO148,HMV4,2,NA,NA
MEMO149,HMV4,2,NA,NA
NC,HMV4,2,NA,NA
NEMO01,HMV4,2,NA,NA
NEMO02,HMV4,2,NA,NA
NEMO03,HMV4,2,NA,NA
NEMO04,HMV4,2,NA,NA
NEMO05,HMV4,2,NA,NA
NEMO06,HMV4,2,NA,NA
NEMO07,HMV4,2,NA,NA
NEMO08,HMV4,2,NA,NA
NEMO09,HMV4,2,NA,NA
NEMO10,HMV4,2,NA,NA
NEMO11,HMV4,2,NA,NA
NEMO12,HMV4,2,NA,NA
NEMO13,HMV4,2,NA,NA
NEMO14,HMV4,2,NA,NA
NEMO15,HMV4,2,NA,NA
NEMO16,HMV4,2,NA,NA
NEMO17,HMV4,2,NA,NA
NEMO18,HMV4,2,NA,NA
NEMO19,HMV4,2,NA,NA
NEMO20,HMV4,2,NA,NA
NC,HMV4,2,NA,NA
NEMO21,HMV4,2,NA,NA
NEMO22,HMV4,2,NA,NA
NEMO23,HMV4,2,NA,NA
NEMO24,HMV4,2,NA,NA
NEMO25,HMV4,2,NA,NA
NEMO26,HMV4,2,NA,NA
NEMO27,HMV4,2,NA,NA
NEMO28,HMV4,2,NA,NA
NEMO29,HMV4,2,NA,NA
NEMO30,HMV4,2,NA,NA
NEMO31,HMV4,2,NA,NA
NEMO32,HMV4,2,NA,NA
NEMO33,HMV4,2,NA,NA
NEMO34,HMV4,2,NA,NA
NEMO35,HMV4,2,NA,NA
NEMO36,HMV4,2,NA,NA
NEMO37,HMV4,2,NA,NA
NEMO38,HMV4,2,NA,NA
NEMO39,HMV4,2,NA,NA
NEMO40,HMV4,2,NA,NA
NEMO41,HMV4,2,NA,NA
NEMO42,HMV4,2,NA,NA
NEMO43,HMV4,2,NA,NA
NEMO44,HMV4,2,NA,NA
NEMO45,HMV4,2,NA,NA
NEMO46,HMV4,2,NA,NA
NEMO47,HMV4,2,NA,NA
NEMO48,HMV4,2,NA,NA
NEMO49,HMV4,2,NA,NA
NEMO50,HMV4,2,NA,NA
NEMO51,HMV4,2,NA,NA
NEMO52,HMV4,2,NA,NA
NEMO53,HMV4,2,NA,NA
NEMO54,HMV4,2,NA,NA
