Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
MEMO057	NEMO49	2096964	19511842	0.0970421	0.0558736	7436	0.00354608
MEMO057	NEMO50	1932775	18750336	0.093447	0.0569854	6917	0.00357879
MEMO057	NEMO51	2146415	21034644	0.0925935	0.0572562	7978	0.0037169
MEMO057	NEMO52	2354215	23491436	0.0910875	0.0577407	9531	0.00404848
MEMO057	NEMO53	3308413	37699560	0.0806773	0.0613464	14780	0.0044674
MEMO057	NEMO54	3416362	42704988	0.0740733	0.0639036	16648	0.00487302
MEMO058	MEMO059	2118673	17535212	0.107799	0.0527972	7510	0.00354467
MEMO058	MEMO060	2484214	15331570	0.139439	0.0454038	4784	0.00192576
MEMO058	MEMO061	2407020	14804151	0.139852	0.04532	4563	0.00189571
MEMO058	MEMO062	2184258	13696366	0.137542	0.0457918	3885	0.00177864
MEMO058	MEMO063	2874419	17784704	0.139136	0.0454655	5684	0.00197744
MEMO058	MEMO064	2635103	17571022	0.130411	0.0473064	5733	0.00217563
MEMO058	MEMO065	2474746	15758085	0.13573	0.0461682	4861	0.00196424
MEMO058	MEMO066	2349239	15641609	0.13058	0.0472695	5053	0.00215091
MEMO058	MEMO067	2657680	16692855	0.137344	0.0458327	5386	0.00202658
MEMO058	MEMO068	2424020	15483119	0.135366	0.0462445	4983	0.00205568
MEMO058	MEMO069	1677673	13122598	0.113354	0.0513377	3735	0.0022263
MEMO058	MEMO070	2212886	17343692	0.113153	0.0513891	5293	0.0023919
MEMO058	MEMO071	2478473	17710776	0.122762	0.0490372	4708	0.00189956
MEMO058	MEMO072	2583467	17272190	0.130112	0.0473718	5544	0.00214595
MEMO058	MEMO073	2470124	17966024	0.12087	0.0494837	5168	0.0020922
MEMO058	MEMO074	2915809	21502692	0.11941	0.0498338	6502	0.00222991
MEMO058	MEMO075	3335506	24558006	0.11958	0.0497928	7502	0.00224913
MEMO058	MEMO077	2129066	14898980	0.125033	0.0485111	4777	0.00224371
MEMO058	MEMO078	2113799	17222628	0.109317	0.0523904	7379	0.00349087
MEMO058	MEMO079	2472334	15366022	0.138597	0.0455754	4718	0.00190832
MEMO058	MEMO080	1697035	14066658	0.107655	0.0528363	4781	0.00281727
MEMO058	MEMO081	878804	19511980	0.0430981	0.0804298	11133	0.0126684
MEMO058	MEMO082	2488177	23606828	0.0953507	0.056391	10634	0.00427381
MEMO058	MEMO083	2739059	19801864	0.121515	0.0493307	6272	0.00228984
MEMO058	MEMO084	2216732	16043967	0.121394	0.0493594	4976	0.00224475
MEMO058	MEMO085	2012753	19610416	0.0930832	0.0571005	7743	0.00384697
MEMO058	MEMO086	1385319	12368819	0.10072	0.0547815	3658	0.00264055
MEMO058	MEMO087	2940929	31524726	0.0853293	0.0596766	12823	0.00436019
MEMO058	MEMO088	3265835	33875920	0.0879289	0.0587856	10525	0.00322276
MEMO058	MEMO089	3190139	38523504	0.0764771	0.0629455	16275	0.00510166
MEMO058	MEMO090	2389296	16310688	0.12777	0.0478909	5654	0.00236639
MEMO058	MEMO091	1973093	13278268	0.129372	0.0475349	4084	0.00206985
MEMO058	MEMO092	2592916	17226292	0.130828	0.0472152	5834	0.00224998
MEMO058	MEMO093	1701866	15205115	0.100661	0.0547989	5226	0.00307075
MEMO058	MEMO094	2270218	16098556	0.123591	0.0488438	5170	0.00227731
MEMO058	MEMO095	2255039	21301532	0.0957287	0.0562745	9427	0.00418042
MEMO058	MEMO096	2557956	19456440	0.116195	0.0506215	6487	0.00253601
MEMO058	MEMO097	2027840	18691920	0.0978699	0.0556239	6578	0.00324385
MEMO058	MEMO098	2245412	18131542	0.110194	0.0521582	5405	0.00240713
MEMO058	MEMO099	2525636	17434304	0.126535	0.0481688	6111	0.00241959
MEMO058	MEMO100	2536864	16983756	0.129958	0.0474057	5519	0.00217552
MEMO058	MEMO101	1998495	13826268	0.126289	0.0482246	4166	0.00208457
MEMO058	MEMO102	60013	15358303	0.00389232	0.156758	355	0.00591539
MEMO058	MEMO103	1898076	16463448	0.103372	0.0540207	7106	0.00374379
MEMO058	MEMO104	2049145	17052636	0.107275	0.0529392	7549	0.00368398
MEMO058	MEMO105	1924457	15725144	0.109037	0.052465	6319	0.00328352
MEMO058	MEMO106	1680356	13520017	0.110547	0.0520652	4988	0.00296842
MEMO058	MEMO107	713435	16126859	0.0423648	0.0809607	8700	0.0121945
MEMO058	MEMO108	1649887	16849834	0.0891844	0.0583655	5092	0.00308627
MEMO058	MEMO109	2049773	18477192	0.0998576	0.0550337	7336	0.00357893
MEMO058	MEMO110	2727326	20633272	0.116749	0.050484	6675	0.00244745
MEMO058	MEMO111	9439	25212458	0.000374238	0.232189	125	0.0132429
MEMO058	MEMO112	14608	28632096	0.000509936	0.222212	176	0.0120482
MEMO058	MEMO113	6999	24347734	0.000287377	0.240705	107	0.0152879
MEMO058	MEMO115	91544	19734112	0.00461745	0.15127	509	0.00556017
MEMO058	MEMO116	91554	20284522	0.00449321	0.152146	519	0.00566879
MEMO058	MEMO117	80975	18153284	0.00444082	0.152523	459	0.00566842
MEMO058	MEMO118	92471	16056884	0.00572599	0.144365	508	0.00549361
MEMO058	MEMO119	1081885	11559015	0.0855861	0.0595873	2203	0.00203626
MEMO058	MEMO120	2160600	17431458	0.110279	0.0521356	7969	0.00368833
MEMO058	MEMO121	2156662	18330618	0.105268	0.0534898	7085	0.00328517
MEMO058	MEMO122	2214062	19254772	0.103129	0.0540896	8282	0.00374064
MEMO058	MEMO123	2333903	21312192	0.0987014	0.0553754	9268	0.00397103
MEMO058	MEMO124	1885456	16126953	0.104675	0.0536547	6894	0.00365641
MEMO058	MEMO125	2285504	17937252	0.113016	0.0514241	7975	0.00348938
MEMO058	MEMO126	2164465	17518272	0.109968	0.0522178	7374	0.00340685
MEMO058	MEMO127	2158189	20176104	0.0966312	0.0559984	7690	0.00356317
MEMO058	MEMO128	1923922	16612932	0.103789	0.0539031	5976	0.00310615
MEMO058	MEMO129	1753913	15740628	0.100255	0.0549172	5064	0.00288726
MEMO058	MEMO130	1937571	16723537	0.103829	0.0538918	6256	0.00322879
MEMO058	MEMO131	1051470	11760365	0.0820702	0.0608358	2620	0.00249175
MEMO058	MEMO132	891597	20801704	0.0411001	0.0818992	11649	0.0130653
MEMO058	MEMO133	2813793	28140754	0.0909008	0.0578014	11324	0.00402446
MEMO058	MEMO134	2064201	18974004	0.0981168	0.0555499	7029	0.00340519
MEMO058	MEMO135	2113009	16808108	0.111675	0.0517705	7652	0.00362138
MEMO058	MEMO136	2236769	18360348	0.108596	0.0525828	8336	0.0037268
MEMO058	MEMO137	2084366	17654512	0.105597	0.0533988	7893	0.00378676
MEMO058	MEMO138	2222748	18727144	0.106098	0.0532607	8811	0.00396401
MEMO058	MEMO139	1910722	14622378	0.115569	0.0507775	5737	0.00300253
MEMO058	MEMO140	2267224	15228601	0.129587	0.0474874	4925	0.00217226
MEMO058	MEMO141	1990758	17575658	0.101744	0.0544854	6785	0.00340825
MEMO058	MEMO142	2191400	17698304	0.110178	0.0521624	7364	0.00336041
MEMO058	MEMO143	2177619	18815260	0.103731	0.0539194	7577	0.00347949
MEMO058	MEMO144	2254704	18708070	0.107558	0.0528626	8383	0.003718
MEMO058	MEMO145	2202898	18204060	0.107948	0.0527569	7933	0.00360117
MEMO058	MEMO146	1900556	15723889	0.107836	0.0527872	6467	0.00340269
MEMO058	MEMO147	2807648	20009072	0.123052	0.0489693	6988	0.00248892
MEMO058	MEMO148	2510726	17318388	0.126618	0.0481501	5998	0.00238895
MEMO058	MEMO149	2203462	16408142	0.118392	0.0500806	4701	0.00213346
MEMO058	NEMO01	1790600	14814753	0.107833	0.0527882	6236	0.00348263
MEMO058	NEMO02	1094978	11230851	0.0888361	0.0584814	2824	0.00257905
MEMO058	NEMO03	2519257	23463022	0.0969606	0.0558983	10276	0.00407898
MEMO058	NEMO04	1129559	11494065	0.0894798	0.0582676	2889	0.00255764
MEMO058	NEMO05	1094899	11201233	0.0890442	0.0584121	2781	0.00253996
MEMO058	NEMO06	2397014	20306784	0.105578	0.0534042	9663	0.00403127
MEMO058	NEMO07	1818885	15646138	0.104144	0.0538032	6530	0.00359011
MEMO058	NEMO08	2665189	24348204	0.0986618	0.0553872	11196	0.00420083
MEMO058	NEMO09	476015	12467645	0.0367759	0.085351	5363	0.0112665
MEMO058	NEMO10	593665	13795470	0.0412579	0.0817805	6705	0.0112942
MEMO058	NEMO11	658684	10945650	0.0567619	0.0719662	1394	0.00211634
MEMO058	NEMO12	638948	15058586	0.0407037	0.0821995	7682	0.0120229
MEMO058	NEMO13	3305566	32796104	0.0915627	0.0575869	12186	0.00368651
MEMO058	NEMO14	2719922	25697116	0.0957145	0.0562789	11390	0.00418762
MEMO058	NEMO15	3045520	32101212	0.0866516	0.0592198	13353	0.00438447
MEMO058	NEMO16	3458265	43535232	0.0735903	0.0641001	17036	0.00492617
MEMO058	NEMO17	759933	17156294	0.0424159	0.0809234	9584	0.0126116
MEMO058	NEMO18	2522700	22761702	0.099773	0.0550585	10216	0.00404963
MEMO058	NEMO19	2216105	19947296	0.0999894	0.054995	8899	0.0040156
MEMO058	NEMO20	2369189	27660064	0.078896	0.0620134	9974	0.00420988
MEMO058	NEMO21	2962561	34802560	0.078447	0.0621841	13474	0.00454809
MEMO058	NEMO22	1886404	16152870	0.104572	0.0536835	6457	0.00342291
MEMO058	NEMO23	3176800	34427616	0.0844794	0.0599742	13820	0.00435029
MEMO058	NEMO24	785879	21804532	0.0347882	0.0870815	11760	0.0149641
MEMO058	NEMO25	1420278	14421665	0.089653	0.0582103	4824	0.00339652
MEMO058	NEMO26	827459	20191568	0.0393671	0.0832351	11171	0.0135004
MEMO058	NEMO27	1837662	16474390	0.100353	0.0548887	6695	0.00364322
MEMO058	NEMO28	1904869	16807222	0.101799	0.0544695	6677	0.00350523
MEMO058	NEMO29	2709529	24711252	0.098813	0.0553422	11438	0.0042214
MEMO058	NEMO30	1927957	16691723	0.103544	0.0539722	7043	0.00365309
MEMO058	NEMO31	2052099	25729164	0.0738663	0.0639876	8383	0.00408509
MEMO058	NEMO32	2829445	30229790	0.0855871	0.0595869	12385	0.00437718
MEMO058	NEMO33	2745323	27552808	0.0906103	0.0578961	11859	0.00431971
MEMO058	NEMO34	2130254	17938654	0.106147	0.0532473	7830	0.00367562
MEMO058	NEMO35	2718651	27344436	0.0904315	0.0579545	11690	0.00429993
MEMO058	NEMO36	1558266	21670924	0.0670822	0.0668909	5993	0.00384594
MEMO058	NEMO37	1838577	16539356	0.100043	0.0549794	6188	0.00336565
MEMO058	NEMO38	1231184	11833498	0.0942376	0.056737	3280	0.0026641
MEMO058	NEMO40	1844252	16657663	0.099679	0.0550862	5834	0.00316334
MEMO058	NEMO41	1289923	11911510	0.0977108	0.0556717	3764	0.002918
MEMO058	NEMO42	1896105	16189166	0.104842	0.0536081	6848	0.00361161
MEMO058	NEMO43	1766441	15849740	0.100274	0.0549117	5781	0.00327268
MEMO058	NEMO44	2687193	25119844	0.0966372	0.0559966	11391	0.004239
MEMO058	NEMO45	1883477	15741267	0.106865	0.0530506	5829	0.00309481
MEMO058	NEMO46	2947444	31304804	0.0860511	0.0594263	13359	0.0045324
MEMO058	NEMO47	2215653	14881441	0.129592	0.0474862	4584	0.00206892
MEMO058	NEMO48	2711595	25593008	0.0958005	0.0562524	11489	0.00423699
MEMO058	NEMO49	2164595	18024954	0.107214	0.0529558	7837	0.00362054
MEMO058	NEMO50	1994237	17275784	0.103489	0.0539877	7149	0.00358483
MEMO058	NEMO51	2208047	19559752	0.101436	0.0545739	8307	0.00376215
MEMO058	NEMO52	2412991	22022260	0.0987504	0.0553608	9709	0.00402364
MEMO058	NEMO53	3158695	36647372	0.0793521	0.0618411	14926	0.00472537
MEMO058	NEMO54	3401112	41383864	0.0759431	0.0631555	17222	0.00506364
MEMO059	MEMO060	2388359	17444076	0.120427	0.0495895	8256	0.00345677
MEMO059	MEMO061	2231731	17075524	0.11559	0.0507723	7693	0.0034471
MEMO059	MEMO062	2111507	15762663	0.118132	0.0501441	6745	0.0031944
MEMO059	MEMO063	2646071	20162196	0.116014	0.0506666	9696	0.0036643
MEMO059	MEMO064	2436581	19888860	0.109139	0.0524377	8796	0.00360998
MEMO059	MEMO065	2444741	17738890	0.121125	0.0494232	8067	0.00329974
MEMO059	MEMO066	2265068	17730746	0.113277	0.0513574	8029	0.00354471
MEMO059	MEMO067	2280423	19368164	0.105338	0.0534704	8512	0.00373264
MEMO059	MEMO068	2198203	17855548	0.109616	0.052311	7910	0.00359839
MEMO059	MEMO069	1512681	15373377	0.0895817	0.0582339	5254	0.0034733
MEMO059	MEMO070	2245842	19198574	0.104729	0.0536399	7727	0.00344058
MEMO059	MEMO071	2595779	19396960	0.118029	0.0501692	7744	0.0029833
MEMO059	MEMO072	2253150	19853620	0.101921	0.0544343	8549	0.00379424
MEMO059	MEMO073	2449516	19928036	0.109463	0.0523515	8072	0.00329534
MEMO059	MEMO074	2589209	24076686	0.0970981	0.0558566	10761	0.0041561
MEMO059	MEMO075	2885691	27378432	0.0953502	0.0563911	12959	0.00449078
MEMO059	MEMO077	1826857	17424192	0.0948965	0.0565317	6801	0.00372279
MEMO059	MEMO078	2655098	18060826	0.128167	0.0478022	7633	0.00287485
MEMO059	MEMO079	2353899	17523688	0.11842	0.0500739	7973	0.00338715
MEMO059	MEMO080	1945437	15490649	0.111575	0.0517963	5184	0.0026647
MEMO059	MEMO081	929738	21330908	0.041766	0.0814014	12801	0.0137684
MEMO059	MEMO082	3272675	23958626	0.120181	0.0496485	11224	0.00342961
MEMO059	MEMO083	2681631	21837516	0.109369	0.0523766	10064	0.00375294
MEMO059	MEMO084	1879148	18639930	0.0915805	0.0575812	7436	0.00395711
MEMO059	MEMO085	2540104	20476508	0.11036	0.0521144	7601	0.0029924
MEMO059	MEMO086	1507003	14046246	0.0968931	0.0559187	3608	0.00239416
MEMO059	MEMO087	4039509	31248360	0.114473	0.0510532	14115	0.00349424
MEMO059	MEMO088	2776341	36775700	0.0701946	0.0655218	15268	0.00549932
MEMO059	MEMO089	4157204	38510168	0.0974329	0.0557554	17757	0.00427138
MEMO059	MEMO090	2104064	18801948	0.100644	0.0548037	8393	0.00398895
MEMO059	MEMO091	1715922	15713405	0.0984503	0.0554502	5705	0.00332474
MEMO059	MEMO092	2342529	19647860	0.106525	0.0531436	8913	0.00380486
MEMO059	MEMO093	1998109	16533424	0.107822	0.052791	5003	0.00250387
MEMO059	MEMO094	1990888	18578012	0.0967912	0.0559497	7369	0.00370136
MEMO059	MEMO095	2734832	22262742	0.109404	0.0523672	9373	0.00342727
MEMO059	MEMO096	2346049	21801048	0.0971566	0.0558389	9583	0.00408474
MEMO059	MEMO097	2456466	19755462	0.110592	0.0520533	6732	0.00274052
MEMO059	MEMO098	1873234	20796692	0.0826308	0.0606329	7212	0.00385003
MEMO059	MEMO099	2393293	19619784	0.108721	0.0525492	9206	0.00384658
MEMO059	MEMO100	2274368	19429544	0.104791	0.0536225	8307	0.00365244
MEMO059	MEMO101	1731752	16280549	0.0961427	0.0561475	5808	0.00335383
MEMO059	MEMO102	42317	17314490	0.00243806	0.171801	288	0.00680578
MEMO059	MEMO103	2269467	17641460	0.113981	0.051178	7039	0.00310161
MEMO059	MEMO104	2612087	17847548	0.12767	0.0479133	8023	0.00307149
MEMO059	MEMO105	2493909	16507035	0.131252	0.0471231	6691	0.00268294
MEMO059	MEMO106	1986464	14828596	0.118136	0.0501431	5146	0.00259053
MEMO059	MEMO107	710671	18053182	0.0378745	0.0844357	9270	0.013044
MEMO059	MEMO108	2137839	17794724	0.107254	0.052945	5066	0.00236968
MEMO059	MEMO109	2299956	19897620	0.103613	0.0539527	6983	0.00303615
MEMO059	MEMO110	2447460	23113800	0.0957488	0.0562683	10393	0.00424644
MEMO059	MEMO111	8631	27134868	0.000317977	0.237442	134	0.0155254
MEMO059	MEMO112	12686	30556736	0.00041499	0.228856	171	0.0134794
MEMO059	MEMO113	6487	26269552	0.000246879	0.245604	110	0.016957
MEMO059	MEMO115	56528	21724940	0.00259523	0.169791	380	0.00672233
MEMO059	MEMO116	58241	22271944	0.00260817	0.169631	394	0.00676499
MEMO059	MEMO117	52570	20130888	0.00260461	0.169675	358	0.00680997
MEMO059	MEMO118	57643	18047336	0.00318382	0.163216	382	0.006627
MEMO059	MEMO119	1289849	13063882	0.0898616	0.0581416	2231	0.00172966
MEMO059	MEMO120	2350563	18972328	0.110237	0.0521469	7537	0.00320647
MEMO059	MEMO121	2535569	19493600	0.115101	0.0508951	6896	0.00271971
MEMO059	MEMO122	2393448	20816796	0.10312	0.0540921	7943	0.00331864
MEMO059	MEMO123	2660380	22580032	0.105402	0.0534529	9362	0.00351905
MEMO059	MEMO124	1977969	17862722	0.0996925	0.0550822	6549	0.00331097
MEMO059	MEMO125	2872432	18684190	0.133251	0.0466925	8437	0.00293723
MEMO059	MEMO126	2881347	18005304	0.137952	0.0457076	7875	0.0027331
MEMO059	MEMO127	3060229	20292818	0.131042	0.0471687	8049	0.0026302
MEMO059	MEMO128	2531518	17318536	0.127532	0.0479442	6301	0.00248902
MEMO059	MEMO129	2424911	16319427	0.129368	0.0475357	5135	0.0021176
MEMO059	MEMO130	2459346	17600782	0.122599	0.0490754	6415	0.00260842
MEMO059	MEMO131	1083996	13616108	0.0737407	0.0640388	2682	0.00247418
MEMO059	MEMO132	930696	22644302	0.0394781	0.0831478	13022	0.0139917
MEMO059	MEMO133	3683399	28322336	0.115086	0.0508988	12319	0.00334447
MEMO059	MEMO134	2832571	19358058	0.127647	0.0479184	7679	0.00271096
MEMO059	MEMO135	2288574	18377774	0.110739	0.0520147	7389	0.00322865
MEMO059	MEMO136	2550208	19654264	0.114851	0.0509578	8417	0.00330052
MEMO059	MEMO137	2469380	18805278	0.116071	0.0506522	7898	0.00319837
MEMO059	MEMO138	2439735	20213964	0.107697	0.0528248	8571	0.00351309
MEMO059	MEMO139	2131956	16100705	0.116931	0.0504391	6046	0.00283589
MEMO059	MEMO140	2208147	17267550	0.11338	0.0513312	7321	0.00331545
MEMO059	MEMO141	2502693	18472584	0.119316	0.0498564	6920	0.00276502
MEMO059	MEMO142	2480937	19040024	0.11528	0.05085	7536	0.00303756
MEMO059	MEMO143	2768247	19554798	0.124008	0.0487471	7631	0.00275662
MEMO059	MEMO144	2525939	20086396	0.111706	0.0517623	8323	0.00329501
MEMO059	MEMO145	2431292	19668068	0.110016	0.0522049	7924	0.00325917
MEMO059	MEMO146	2070290	17305216	0.106851	0.0530546	6199	0.00299427
MEMO059	MEMO147	2402543	22740078	0.0955566	0.0563275	10158	0.00422802
MEMO059	MEMO148	2133185	19994264	0.0964045	0.0560675	8652	0.00405591
MEMO059	MEMO149	2349400	18037060	0.115243	0.0508592	7334	0.00312165
MEMO059	NEMO01	1923002	16470744	0.104547	0.0536907	6042	0.00314196
MEMO059	NEMO02	1197728	12946146	0.0846817	0.0599031	2874	0.00239954
MEMO059	NEMO03	3530779	23360772	0.131297	0.0471133	10947	0.00310045
MEMO059	NEMO04	1203622	13266734	0.0831785	0.0604361	3128	0.00259882
MEMO059	NEMO05	1127680	13056466	0.0795029	0.0617844	2746	0.00243509
MEMO059	NEMO06	2803915	21413776	0.11578	0.0507249	9496	0.00338669
MEMO059	NEMO07	1904586	17395532	0.0986826	0.055381	6124	0.0032154
MEMO059	NEMO08	3099974	25399428	0.108773	0.0525354	11324	0.00365293
MEMO059	NEMO09	473331	14393808	0.0318374	0.0898486	5473	0.0115627
MEMO059	NEMO10	585778	15732039	0.0358981	0.086103	7056	0.0120455
MEMO059	NEMO11	690802	12802209	0.051197	0.0751244	1347	0.00194991
MEMO059	NEMO12	633137	16991004	0.0359244	0.0860802	8046	0.0127081
MEMO059	NEMO13	3669104	33989824	0.0974299	0.0557563	13947	0.0038012
MEMO059	NEMO14	3089881	26877994	0.103106	0.054096	11567	0.00374351
MEMO059	NEMO15	4027352	32058342	0.111605	0.0517886	14720	0.00365501
MEMO059	NEMO16	4651944	43068668	0.0974829	0.0557403	18772	0.0040353
MEMO059	NEMO17	777512	19041932	0.0392298	0.0833436	10295	0.013241
MEMO059	NEMO18	3163268	23401360	0.119078	0.049914	10921	0.00345244
MEMO059	NEMO19	2484620	21331060	0.104327	0.053752	8805	0.0035438
MEMO059	NEMO20	2839541	28640154	0.0902023	0.0580296	10690	0.00376469
MEMO059	NEMO21	4048460	34551556	0.104882	0.053597	15527	0.00383529
MEMO059	NEMO22	2346718	17153036	0.120346	0.0496089	6697	0.00285377
MEMO059	NEMO23	4241416	34219180	0.11028	0.0521355	15900	0.00374875
MEMO059	NEMO24	877930	23541224	0.0359525	0.0860558	13037	0.0148497
MEMO059	NEMO25	1579811	16023394	0.0897456	0.0581798	5114	0.0032371
MEMO059	NEMO26	824159	22118962	0.0359218	0.0860824	11628	0.0141089
MEMO059	NEMO27	2112076	17846356	0.105824	0.0533363	6814	0.00322621
MEMO059	NEMO28	2404590	17728576	0.119434	0.0498279	6813	0.00283333
MEMO059	NEMO29	3175215	25700676	0.109961	0.0522197	11693	0.00368259
MEMO059	NEMO30	2260091	17948250	0.11184	0.0517277	7297	0.00322863
MEMO059	NEMO31	2558648	26636862	0.0876384	0.0588838	9039	0.00353273
MEMO059	NEMO32	3870937	30067600	0.114057	0.0511586	13317	0.00344025
MEMO059	NEMO33	3870352	27223546	0.124473	0.0486398	12863	0.00332347
MEMO059	NEMO34	2493873	19132212	0.115318	0.0508405	8346	0.0033466
MEMO059	NEMO35	3217003	28268528	0.102174	0.0543618	12188	0.00378862
MEMO059	NEMO36	1681661	23344928	0.067195	0.0668401	5931	0.00352687
MEMO059	NEMO37	2464884	17207536	0.125296	0.0484507	6859	0.00278269
MEMO059	NEMO38	1396121	13424419	0.0942018	0.0567482	3337	0.00239019
MEMO059	NEMO40	2379198	17508566	0.119631	0.0497804	6020	0.00253026
MEMO059	NEMO41	1313684	13784783	0.0870078	0.059098	3514	0.00267492
MEMO059	NEMO42	2172895	17556380	0.110136	0.0521735	6644	0.00305767
MEMO059	NEMO43	2297851	16707715	0.120904	0.0494757	6500	0.00282873
MEMO059	NEMO44	3532913	25349200	0.122322	0.0491404	11528	0.00326303
MEMO059	NEMO45	2434789	16559438	0.128186	0.047798	6351	0.00260844
MEMO059	NEMO46	3812445	31495596	0.107977	0.0527493	14038	0.00368215
MEMO059	NEMO47	2057358	17118826	0.107287	0.0529359	7352	0.00357352
MEMO059	NEMO48	3479697	25977600	0.118127	0.0501453	12266	0.00352502
MEMO059	NEMO49	2500986	19272968	0.114861	0.0509552	7904	0.00316035
MEMO059	NEMO50	2350669	18483716	0.112826	0.0514729	7438	0.00316421
MEMO059	NEMO51	2616595	20663452	0.112396	0.0515836	8518	0.00325538
MEMO059	NEMO52	2965504	22838028	0.114926	0.0509389	10223	0.00344731
MEMO059	NEMO53	4255801	36373952	0.104746	0.053635	16318	0.0038343
MEMO059	NEMO54	4061449	41983984	0.0882053	0.0586926	17147	0.00422189
MEMO060	MEMO061	2605478	14855471	0.149217	0.0434931	4465	0.0017137
MEMO060	MEMO062	2406565	13699988	0.149415	0.0434559	3809	0.00158275
MEMO060	MEMO063	3097131	17787516	0.148297	0.0436668	5840	0.00188562
MEMO060	MEMO064	2883093	17523278	0.141284	0.0450319	5650	0.0019597
MEMO060	MEMO065	2687488	15780837	0.145519	0.0441987	4763	0.00177229
MEMO060	MEMO066	2481247	15825829	0.135535	0.0462091	5120	0.00206348
MEMO060	MEMO067	2761832	16932788	0.140233	0.0452431	5501	0.00199179
MEMO060	MEMO068	2632127	15515141	0.145043	0.044291	4943	0.00187795
MEMO060	MEMO069	1731556	13463068	0.113958	0.0511837	3627	0.00209465
MEMO060	MEMO070	2286766	17644168	0.114735	0.0509872	5303	0.002319
MEMO060	MEMO071	2566128	17983704	0.124873	0.0485477	4558	0.00177622
MEMO060	MEMO072	2697641	17492078	0.133615	0.0466148	5314	0.00196987
MEMO060	MEMO073	2535091	18284328	0.121766	0.0492714	4886	0.00192735
MEMO060	MEMO074	3099558	21583428	0.125575	0.0483871	5816	0.0018764
MEMO060	MEMO075	3493571	24690112	0.123957	0.0487589	7496	0.00214566
MEMO060	MEMO077	2144417	15316514	0.122812	0.0490254	4405	0.00205417
MEMO060	MEMO078	2292020	17314424	0.116901	0.0504463	7707	0.00336254
MEMO060	MEMO079	2714668	15329590	0.150445	0.0432632	4756	0.00175196
MEMO060	MEMO080	1836610	14235744	0.114271	0.0511043	5208	0.00283566
MEMO060	MEMO081	900542	19916740	0.0432593	0.0803143	12406	0.0137761
MEMO060	MEMO082	2700281	23630856	0.102551	0.0542541	11089	0.00410661
MEMO060	MEMO083	2884796	19958628	0.126286	0.0482254	6011	0.00208368
MEMO060	MEMO084	2207045	16511577	0.117906	0.0501992	4832	0.00218935
MEMO060	MEMO085	2057753	19968652	0.0934221	0.0569933	7601	0.00369383
MEMO060	MEMO086	1453435	12680823	0.102831	0.0541743	3833	0.0026372
MEMO060	MEMO087	3314925	31224970	0.0959738	0.0561992	14176	0.00427642
MEMO060	MEMO088	3300603	34254616	0.0878867	0.0587999	10169	0.00308095
MEMO060	MEMO089	3593544	38164928	0.0860555	0.0594248	17677	0.0049191
MEMO060	MEMO090	2428967	16679582	0.127114	0.0480382	5500	0.00226434
MEMO060	MEMO091	1984826	13703038	0.12652	0.0481723	3986	0.00200824
MEMO060	MEMO092	2712053	17436252	0.134605	0.0464049	5577	0.00205638
MEMO060	MEMO093	1729175	15598733	0.0997913	0.0550531	4838	0.00279787
MEMO060	MEMO094	2314103	16459022	0.123267	0.0489193	4900	0.00211745
MEMO060	MEMO095	2387688	21484472	0.10002	0.0549861	9521	0.00398754
MEMO060	MEMO096	2581855	19856878	0.115062	0.0509046	6227	0.00241183
MEMO060	MEMO097	2167765	18860304	0.103089	0.0541009	6788	0.00313134
MEMO060	MEMO098	2195713	18679176	0.105184	0.0535131	4908	0.00223526
MEMO060	MEMO099	2632575	17668662	0.129676	0.0474678	6052	0.00229889
MEMO060	MEMO100	2605308	17295104	0.130917	0.0471959	5237	0.00201013
MEMO060	MEMO101	1981890	14307714	0.121666	0.049295	4151	0.00209447
MEMO060	MEMO102	50923	15824719	0.00320762	0.162977	316	0.00620545
MEMO060	MEMO103	1991948	16723940	0.106431	0.0531694	7122	0.00357539
MEMO060	MEMO104	2239077	17121008	0.115654	0.0507562	8060	0.0035997
MEMO060	MEMO105	2076384	15869526	0.115702	0.0507442	6745	0.00324844
MEMO060	MEMO106	1750142	13828681	0.112341	0.0515979	5268	0.00301004
MEMO060	MEMO107	708412	16585141	0.0409639	0.082002	9085	0.0128245
MEMO060	MEMO108	1632632	17332580	0.0860856	0.0594144	5105	0.00312685
MEMO060	MEMO109	2070434	18884106	0.098806	0.0553443	7221	0.00348767
MEMO060	MEMO110	2837557	20861046	0.119735	0.0497554	6336	0.00223291
MEMO060	MEMO111	8950	25661672	0.000348648	0.234473	117	0.0130726
MEMO060	MEMO112	13619	29082312	0.000468072	0.224974	149	0.0109406
MEMO060	MEMO113	6590	24796788	0.00026569	0.243235	104	0.0157815
MEMO060	MEMO115	70659	20224120	0.00348163	0.160341	424	0.00600065
MEMO060	MEMO116	72441	20770984	0.00347548	0.160398	424	0.00585304
MEMO060	MEMO117	64785	18633900	0.00346468	0.160498	396	0.00611253
MEMO060	MEMO118	71918	16546226	0.00432768	0.153351	403	0.0056036
MEMO060	MEMO119	1077082	12016857	0.0822581	0.0607676	2116	0.00196457
MEMO060	MEMO120	2258294	17684306	0.11324	0.051367	8055	0.00356685
MEMO060	MEMO121	2223174	18645830	0.10653	0.0531423	7017	0.0031563
