Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
MEMO001	MEMO002	1782090	16914160	0.095318	0.0564011	6385	0.00358287
MEMO001	MEMO003	2013914	16657195	0.107863	0.0527801	6349	0.00315257
MEMO001	MEMO004	368863	12711345	0.0282001	0.0936482	2051	0.00556033
MEMO001	MEMO005	2286444	19166200	0.106581	0.0531283	7339	0.00320979
MEMO001	MEMO006	2228120	19024556	0.10484	0.053609	6931	0.00311069
MEMO001	MEMO007	2525773	20881028	0.107908	0.0527679	8721	0.0034528
MEMO001	MEMO008	1557755	14553018	0.0966903	0.0559804	4222	0.00271031
MEMO001	MEMO010	1954013	16264136	0.107256	0.0529442	5986	0.00306344
MEMO001	MEMO011	5291	18308024	0.000288915	0.240533	107	0.020223
MEMO001	MEMO012	2454514	19097010	0.113891	0.051201	7980	0.00325115
MEMO001	MEMO013	1817285	15010889	0.107991	0.0527455	4796	0.0026391
MEMO001	MEMO014	1994769	15884720	0.111567	0.0517984	5589	0.00280183
MEMO001	MEMO015	1216841	12869203	0.0863863	0.0593108	2237	0.00183837
MEMO001	MEMO016	1728692	18193920	0.0867703	0.0591791	6433	0.00372131
MEMO001	MEMO017	2254980	19335838	0.104442	0.05372	8115	0.0035987
MEMO001	MEMO018	744158	16465019	0.0432419	0.0803268	8348	0.011218
MEMO001	MEMO019	2629506	20567372	0.113356	0.0513372	8586	0.00326525
MEMO001	MEMO021	579628	17665972	0.0317681	0.0899168	8462	0.014599
MEMO001	MEMO022	1880746	15965249	0.105388	0.0534568	5289	0.00281218
MEMO001	MEMO023	764868	19172836	0.0383629	0.0840375	10043	0.0131304
MEMO001	MEMO024	2155395	17633824	0.108918	0.0524968	6024	0.00279485
MEMO001	MEMO025	1925785	20785924	0.0847926	0.0598641	6110	0.00317273
MEMO001	MEMO026	2192871	18603936	0.105443	0.0534415	6923	0.00315705
MEMO001	MEMO027	2578089	23346870	0.0994443	0.0551553	8989	0.00348669
MEMO001	MEMO028	668963	18352356	0.0351691	0.0867421	9478	0.0141682
MEMO001	MEMO029	2608638	24137656	0.0975327	0.0557253	9433	0.00361606
MEMO001	MEMO030	2694665	27036948	0.090633	0.0578886	11010	0.00408585
MEMO001	MEMO031	1836036	16682222	0.0991473	0.0552431	5149	0.00280441
MEMO001	MEMO032	2287274	19584284	0.104578	0.053682	7923	0.00346395
MEMO001	MEMO033	1324038	15890502	0.0769139	0.0627749	3849	0.00290702
MEMO001	MEMO034	1586778	14667103	0.0976246	0.0556977	4244	0.0026746
MEMO001	MEMO035	2297772	19563448	0.105107	0.0535345	8121	0.00353429
MEMO001	MEMO036	2335252	21101648	0.09964	0.0550977	8233	0.00352553
MEMO001	MEMO037	1373093	13478288	0.0924556	0.0573003	2988	0.00217611
MEMO001	MEMO038	1844497	15406574	0.106921	0.0530356	5359	0.0029054
MEMO001	MEMO039	2131245	17815278	0.106848	0.0530554	6944	0.00325819
MEMO001	MEMO040	2406781	21467156	0.100812	0.0547548	8360	0.00347352
MEMO001	MEMO041	1676450	14868976	0.101324	0.0546064	4233	0.00252498
MEMO001	MEMO042	714235	19772424	0.0348634	0.0870142	10828	0.0151603
MEMO001	MEMO043	2151904	18969198	0.101884	0.054445	7006	0.00325572
MEMO001	MEMO044	1923303	17864212	0.0971978	0.0558264	7390	0.00384235
MEMO001	MEMO045	2256495	19993552	0.101415	0.05458	8651	0.00383382
MEMO001	MEMO047	2125694	19138492	0.0999659	0.0550019	8257	0.00388438
MEMO001	MEMO048	1903701	17852836	0.096358	0.0560816	6154	0.00323265
MEMO001	MEMO049	1951081	15994822	0.10872	0.0525496	5513	0.00282561
MEMO001	MEMO050	2442612	21754446	0.100947	0.0547157	8838	0.00361826
MEMO001	MEMO051	2468318	20602746	0.106988	0.0530173	9838	0.00398571
MEMO001	MEMO052	2326474	19580598	0.106197	0.0532334	8000	0.00343868
MEMO001	MEMO053	1431382	14261800	0.0912104	0.0577009	3171	0.00221534
MEMO001	MEMO054	1696544	15844478	0.0967187	0.0559718	4140	0.00244025
MEMO001	MEMO055	1838356	16333764	0.101164	0.0546528	5104	0.00277639
MEMO001	MEMO056	1804018	16891360	0.0964954	0.0560397	5957	0.00330207
MEMO001	MEMO057	2020443	19142344	0.0954715	0.0563537	7205	0.00356605
MEMO001	MEMO058	2089831	17651940	0.105858	0.0533267	7483	0.00358067
MEMO001	MEMO059	2236602	19279194	0.103952	0.0538574	7217	0.00322677
MEMO001	MEMO060	2117210	18045420	0.105007	0.0535625	7430	0.00350934
MEMO001	MEMO061	2099405	17399222	0.107669	0.0528323	7024	0.00334571
MEMO001	MEMO062	1956375	16131973	0.108157	0.0527008	6099	0.0031175
MEMO001	MEMO063	2509175	20495032	0.109075	0.0524549	9402	0.00374705
MEMO001	MEMO064	2290523	20240024	0.101663	0.0545086	8720	0.00380699
MEMO001	MEMO065	2231076	18225266	0.109065	0.0524574	7800	0.00349607
MEMO001	MEMO066	2125454	18069020	0.105249	0.0534951	7879	0.00370697
MEMO001	MEMO067	2350361	19287334	0.108623	0.0525755	9008	0.0038326
MEMO001	MEMO068	2128839	18053322	0.105481	0.0534308	7633	0.00358552
MEMO001	MEMO069	1617517	15222751	0.0960506	0.0561757	5361	0.00331434
MEMO001	MEMO070	2129758	19489788	0.0985108	0.0554322	8092	0.00379949
MEMO001	MEMO071	2366792	19913980	0.106226	0.0532257	8056	0.00340376
MEMO001	MEMO072	2349166	19720632	0.106443	0.0531662	8981	0.00382306
MEMO001	MEMO073	2318904	20248306	0.102755	0.0541957	8535	0.00368062
MEMO001	MEMO074	2578929	24156292	0.0964619	0.05605	10966	0.00425215
MEMO001	MEMO075	2846622	27515616	0.0937553	0.0568883	13261	0.0046585
MEMO001	MEMO077	1830259	17476436	0.0947992	0.0565619	6928	0.00378526
MEMO001	MEMO078	2217157	18995754	0.104519	0.0536983	6984	0.00314998
MEMO001	MEMO079	2115840	18058852	0.104876	0.0535988	7058	0.00333579
MEMO001	MEMO080	1759491	15921587	0.0995127	0.0551352	4641	0.00263769
MEMO001	MEMO081	948202	21353024	0.0425179	0.0808491	11802	0.0124467
MEMO001	MEMO082	2797835	24967352	0.100768	0.0547677	10883	0.00388979
MEMO001	MEMO083	2472836	22314152	0.0997635	0.0550613	10090	0.00408034
MEMO001	MEMO084	2019137	18418998	0.0987926	0.0553483	7983	0.00395367
MEMO001	MEMO085	2366863	20882036	0.101805	0.0544676	8388	0.00354393
MEMO001	MEMO086	1475519	14168260	0.0943199	0.0567113	3569	0.00241881
MEMO001	MEMO087	3344742	32696940	0.0928021	0.0571898	12956	0.00387354
MEMO001	MEMO088	2762009	36863412	0.069703	0.0657338	15939	0.0057708
MEMO001	MEMO089	3426945	40029732	0.0788589	0.0620275	15979	0.00466275
MEMO001	MEMO090	2136729	18795664	0.102078	0.0543894	8510	0.00398272
MEMO001	MEMO091	1827451	15549393	0.105166	0.0535182	5827	0.00318859
MEMO001	MEMO092	2355780	19680404	0.106905	0.0530398	9198	0.00390444
MEMO001	MEMO093	1946162	16696364	0.104394	0.0537334	5494	0.00282299
MEMO001	MEMO094	2085356	18448120	0.101559	0.0545386	7951	0.00381278
MEMO001	MEMO095	2591817	22607818	0.102851	0.0541685	9683	0.00373599
MEMO001	MEMO096	2359489	21833216	0.0975289	0.0557265	10246	0.00434247
MEMO001	MEMO097	2267239	20192962	0.100945	0.0547162	6959	0.00306937
MEMO001	MEMO098	2110203	20381800	0.0938201	0.0568679	8669	0.00410814
MEMO001	MEMO099	2228013	20009392	0.100192	0.0549356	9041	0.00405788
MEMO001	MEMO100	2317542	19402240	0.106702	0.0530953	8492	0.00366423
MEMO001	MEMO101	1856395	16090309	0.103439	0.0540018	6328	0.00340876
MEMO001	MEMO102	65202	17327766	0.00374876	0.157965	416	0.00638017
MEMO001	MEMO103	2121524	17996392	0.105454	0.0534382	7204	0.00339567
MEMO001	MEMO104	2283901	18562964	0.109556	0.0523268	7517	0.0032913
MEMO001	MEMO105	2110191	17333516	0.108528	0.052601	6400	0.0030329
MEMO001	MEMO106	1838319	15183932	0.107995	0.0527443	5199	0.00282813
MEMO001	MEMO107	773866	17985838	0.0412515	0.0817853	9223	0.0119181
MEMO001	MEMO108	1962568	18204312	0.0973164	0.0557906	5544	0.00282487
MEMO001	MEMO109	2408577	19739424	0.108749	0.0525418	7830	0.00325088
MEMO001	MEMO110	2477854	23112056	0.0968293	0.0559381	10505	0.00423956
MEMO001	MEMO111	10143	27190892	0.00037289	0.232305	126	0.0124224
MEMO001	MEMO112	15452	30610250	0.000504544	0.222555	184	0.0119078
MEMO001	MEMO113	7474	26326624	0.000283815	0.241107	113	0.0151191
MEMO001	MEMO115	107728	21681586	0.00494407	0.149076	647	0.00600587
MEMO001	MEMO116	111755	22223960	0.00500342	0.148693	656	0.00586998
MEMO001	MEMO117	96110	20102856	0.00475816	0.150306	601	0.00625325
MEMO001	MEMO118	114275	17993116	0.00631096	0.141246	649	0.00567928
MEMO001	MEMO119	1225136	13252354	0.0846235	0.0599235	2345	0.00191407
MEMO001	MEMO120	2420961	18890576	0.113599	0.0512753	8093	0.00334289
MEMO001	MEMO121	2457487	19708808	0.110866	0.0519815	7396	0.00300958
MEMO001	MEMO122	2530370	20601998	0.109387	0.0523718	8872	0.00350621
MEMO001	MEMO123	2615622	22728594	0.103204	0.0540684	9673	0.00369816
MEMO001	MEMO124	2147305	17583096	0.108832	0.0525196	7422	0.00345643
MEMO001	MEMO125	2451442	19585216	0.111244	0.0518827	7743	0.00315855
MEMO001	MEMO126	2372230	19082584	0.110569	0.0520595	7395	0.00311732
MEMO001	MEMO127	2359273	21753776	0.0978422	0.0556322	7905	0.00335061
MEMO001	MEMO128	2162828	18114960	0.10666	0.0531067	6191	0.00286246
MEMO001	MEMO129	1977786	17272724	0.102739	0.0542003	5060	0.00255842
MEMO001	MEMO130	2173958	18230604	0.106543	0.0531388	6392	0.00294026
MEMO001	MEMO131	1164391	13514364	0.0793249	0.0618513	2794	0.00239954
MEMO001	MEMO132	944072	22676596	0.039968	0.0827651	12328	0.0130583
MEMO001	MEMO133	3068522	29611136	0.093897	0.0568437	11741	0.00382627
MEMO001	MEMO134	2254163	20573920	0.0987452	0.0553624	7185	0.00318744
MEMO001	MEMO135	2263493	18486982	0.109081	0.0524531	7818	0.00345395
MEMO001	MEMO136	2380665	20052396	0.106123	0.0532539	8453	0.00355069
MEMO001	MEMO137	2278610	19245864	0.105861	0.0533259	7879	0.00345781
MEMO001	MEMO138	2442264	20267952	0.10754	0.0528672	9114	0.00373178
MEMO001	MEMO139	2050621	16322421	0.11161	0.0517872	5930	0.00289181
MEMO001	MEMO140	2098264	17546362	0.106811	0.0530655	7203	0.00343284
MEMO001	MEMO141	2239237	19058540	0.105139	0.0535255	6912	0.00308677
MEMO001	MEMO142	2378577	19303792	0.109701	0.0522884	7726	0.00324816
MEMO001	MEMO143	2447207	20255924	0.107792	0.0527993	7854	0.00320937
MEMO001	MEMO144	2498367	20200584	0.110065	0.052192	8628	0.00345346
MEMO001	MEMO145	2422812	19744074	0.109299	0.0523952	8340	0.00344228
MEMO001	MEMO146	2138282	17228278	0.110411	0.0521009	6917	0.00323484
MEMO001	MEMO147	2493480	22617250	0.0992994	0.0551981	10687	0.00428598
MEMO001	MEMO148	2238698	19842284	0.101386	0.0545885	9163	0.004093
MEMO001	MEMO149	2013262	18768384	0.0968769	0.0559237	7092	0.00352264
MEMO001	NEMO01	1984804	16406186	0.107923	0.0527639	6532	0.00329101
MEMO001	NEMO02	1170233	13060182	0.0822346	0.0607761	2923	0.00249779
MEMO001	NEMO03	2797517	24886344	0.101052	0.054685	10227	0.00365574
MEMO001	NEMO04	1210495	13312034	0.0833529	0.0603737	3023	0.00249733
MEMO001	NEMO05	1183934	13003004	0.0834524	0.0603382	3034	0.00256264
MEMO001	NEMO06	2661075	21758504	0.108973	0.052482	9816	0.00368873
MEMO001	NEMO07	2018033	17227684	0.104856	0.0536043	6894	0.0034162
MEMO001	NEMO08	2977660	25703102	0.103821	0.0538942	11458	0.00384799
MEMO001	NEMO09	531314	14336888	0.0357349	0.0862449	5865	0.0110387
MEMO001	NEMO10	641884	15678873	0.0393293	0.083265	7207	0.0112279
MEMO001	NEMO11	775794	12691271	0.0576068	0.0715154	1534	0.00197733
MEMO001	NEMO12	686563	16943196	0.0389434	0.0835711	8169	0.0118984
MEMO001	NEMO13	3544597	34297884	0.0936671	0.056916	14603	0.00411979
MEMO001	NEMO14	3070854	26975094	0.102205	0.0543528	12026	0.00391617
MEMO001	NEMO15	3372181	33427730	0.0916356	0.0575634	13504	0.00400453
MEMO001	NEMO16	3772367	44886868	0.0775262	0.0625374	16636	0.00440996
MEMO001	NEMO17	821294	19013412	0.0414069	0.0816688	10029	0.0122112
MEMO001	NEMO18	2754292	24278360	0.101888	0.054444	10212	0.00370767
MEMO001	NEMO19	2445049	21469248	0.102242	0.0543423	9233	0.0037762
MEMO001	NEMO20	2571870	29234542	0.0808601	0.0612789	10358	0.00402742
MEMO001	NEMO21	3180877	36345768	0.0804743	0.0614216	12965	0.00407592
MEMO001	NEMO22	2106601	17692316	0.1064	0.0531779	6730	0.00319472
MEMO001	NEMO23	3431973	35897112	0.087263	0.0590111	14392	0.00419351
MEMO001	NEMO24	826015	23704100	0.0336735	0.0880973	12297	0.0148871
MEMO001	NEMO25	1579347	16083368	0.089417	0.0582884	5044	0.00319372
MEMO001	NEMO26	933665	21958996	0.0407845	0.0821381	11872	0.0127155
MEMO001	NEMO27	2039799	18049956	0.101534	0.0545457	6918	0.00339151
MEMO001	NEMO28	2176777	18243248	0.1066	0.0531231	7014	0.00322219
MEMO001	NEMO29	2989062	26132028	0.102643	0.0542279	11693	0.00391193
MEMO001	NEMO30	2109112	18309254	0.103295	0.0540426	7429	0.00352234
MEMO001	NEMO31	2229065	27355074	0.0753466	0.063392	8436	0.00378455
MEMO001	NEMO32	3146484	31575552	0.0906192	0.0578931	12396	0.00393964
MEMO001	NEMO33	3022209	28978878	0.0944408	0.0566735	11723	0.00387895
MEMO001	NEMO34	2309467	19560068	0.105602	0.0533974	7777	0.00336744
MEMO001	NEMO35	3038193	28685194	0.0957714	0.0562614	12039	0.00396255
MEMO001	NEMO36	1709581	23348134	0.0682257	0.0663802	6433	0.00376291
MEMO001	NEMO37	2051506	18093340	0.101838	0.0544583	6169	0.00300706
MEMO001	NEMO38	1336378	13602951	0.0894537	0.0582762	3426	0.00256365
MEMO001	NEMO40	2147174	18031660	0.106407	0.0531759	6132	0.00285585
MEMO001	NEMO41	1405585	13660027	0.0932976	0.0570327	3904	0.00277749
MEMO001	NEMO42	2118970	17723276	0.106791	0.053071	7020	0.00331293
MEMO001	NEMO43	1813762	17734940	0.0927817	0.0571963	5424	0.00299047
MEMO001	NEMO44	2929098	26615876	0.0991403	0.0552452	10960	0.00374177
MEMO001	NEMO45	1966766	17554530	0.10075	0.0547729	5691	0.00289358
MEMO001	NEMO46	3190168	32799196	0.088642	0.0585462	13235	0.00414868
MEMO001	NEMO47	1905374	17481840	0.0982799	0.0555011	7025	0.00368694
MEMO001	NEMO48	2901391	27193256	0.0964089	0.0560661	11253	0.00387848
MEMO001	NEMO49	2242036	19849912	0.101487	0.0545594	7922	0.0035334
MEMO001	NEMO50	2066070	19111960	0.0975572	0.0557179	7231	0.00349988
MEMO001	NEMO51	2441592	21072504	0.103835	0.0538901	8650	0.00354277
MEMO001	NEMO52	2610678	23606726	0.0995781	0.0551159	9702	0.00371628
MEMO001	NEMO53	3459226	38026152	0.0833842	0.0603625	14851	0.00429316
MEMO001	NEMO54	3779323	42607280	0.0814744	0.061053	17742	0.00469449
MEMO002	MEMO003	1494066	14363788	0.0942162	0.0567437	4927	0.00329771
MEMO002	MEMO004	149391	9817186	0.0149892	0.113618	1654	0.0110716
MEMO002	MEMO005	1673298	17059390	0.089325	0.0583189	5511	0.0032935
MEMO002	MEMO006	1675050	16797592	0.0906773	0.0578742	5465	0.00326259
MEMO002	MEMO007	1906760	18785952	0.0921464	0.0573992	6878	0.00360717
MEMO002	MEMO008	1118377	12098671	0.0846162	0.0599261	3262	0.00291673
MEMO002	MEMO010	1495060	13848939	0.0974361	0.0557544	4524	0.00302597
MEMO002	MEMO011	3564	14978374	0.000237886	0.2468	28	0.00785634
MEMO002	MEMO012	1788295	17096344	0.0946957	0.056594	6078	0.00339877
MEMO002	MEMO013	1303627	12705102	0.0930582	0.0571085	3612	0.00277073
MEMO002	MEMO014	1426236	13688683	0.0943595	0.0566989	4210	0.00295183
MEMO002	MEMO015	832616	10304550	0.0747601	0.0636265	1738	0.0020874
MEMO002	MEMO016	1420771	15476658	0.0840821	0.0601145	5387	0.0037916
MEMO002	MEMO017	1821399	16869896	0.0974464	0.0557513	6178	0.0033919
MEMO002	MEMO018	495244	13629744	0.0350616	0.0868375	6681	0.0134903
MEMO002	MEMO019	1901601	18690078	0.092348	0.0573346	6604	0.00347286
MEMO002	MEMO021	483970	14524185	0.0322471	0.0894489	7185	0.014846
MEMO002	MEMO022	1334698	13724242	0.0886316	0.0585497	3974	0.00297745
MEMO002	MEMO023	568820	16231829	0.033857	0.0879277	7988	0.0140431
MEMO002	MEMO024	1551972	15507567	0.0909738	0.0577776	4451	0.00286796
MEMO002	MEMO025	1439493	18425406	0.0724641	0.0645637	4444	0.0030872
MEMO002	MEMO026	1565115	16526344	0.0865113	0.0592679	5037	0.00321829
MEMO002	MEMO027	1968727	21232492	0.0848545	0.0598425	6777	0.00344233
MEMO002	MEMO028	551006	15255166	0.0348602	0.0870171	7841	0.0142303
MEMO002	MEMO029	2010419	22000990	0.0837277	0.0602402	7355	0.00365844
MEMO002	MEMO030	2079852	24933470	0.0769936	0.0627439	8447	0.00406135
MEMO002	MEMO031	1408658	14203875	0.0902261	0.0580218	4009	0.00284597
MEMO002	MEMO032	1815925	17193880	0.0955257	0.056337	6289	0.00346325
MEMO002	MEMO033	1136860	12931755	0.0808082	0.061298	2929	0.00257639
MEMO002	MEMO034	1299085	11909386	0.0983524	0.0554794	3315	0.0025518
MEMO002	MEMO035	1835645	17154598	0.0966625	0.0559888	6290	0.00342659
MEMO002	MEMO036	1789603	18859844	0.0866659	0.0592149	6389	0.00357007
MEMO002	MEMO037	1024884	10841603	0.0863679	0.0593171	2360	0.0023027
MEMO002	MEMO038	1376088	13010289	0.0956522	0.0562981	4082	0.00296638
MEMO002	MEMO039	1592115	15560435	0.0928209	0.0571838	5222	0.00327991
MEMO002	MEMO040	1821940	19303736	0.0862429	0.0593602	6389	0.0035067
MEMO002	MEMO041	1254562	12379649	0.0920157	0.0574411	3323	0.00264873
MEMO002	MEMO042	582036	16703719	0.0336714	0.0880992	8634	0.0148341
MEMO002	MEMO043	1658598	16622707	0.0907265	0.0578582	5417	0.00326601
MEMO002	MEMO044	1635869	15105977	0.0977114	0.0556715	5744	0.00351128
MEMO002	MEMO045	1831918	17509604	0.0947143	0.0565883	6256	0.003415
MEMO002	MEMO047	1673313	16710150	0.0910227	0.0577618	6088	0.00363829
MEMO002	MEMO048	1501807	15323521	0.0892587	0.0583409	4464	0.00297242
MEMO002	MEMO049	1407976	13747929	0.0928995	0.0571588	4034	0.00286511
MEMO002	MEMO050	1776386	19753796	0.0825068	0.0606776	6379	0.003591
MEMO002	MEMO051	1883592	18439096	0.0926842	0.0572273	6960	0.00369507
MEMO002	MEMO052	1814219	17272004	0.0950538	0.0564828	6098	0.00336123
MEMO002	MEMO053	984465	11822531	0.0768693	0.0627922	2402	0.0024399
MEMO002	MEMO054	1187540	13529383	0.0806921	0.0613409	3180	0.0026778
MEMO002	MEMO055	1308835	14059703	0.0851633	0.0597345	3829	0.0029255
MEMO002	MEMO056	1499795	14166703	0.0957326	0.0562733	4612	0.00307509
MEMO002	MEMO057	1639439	16571248	0.0900262	0.0580874	5397	0.00329198
MEMO002	MEMO058	1659057	15180386	0.0985221	0.0554288	5735	0.00345678
MEMO002	MEMO059	1655641	17108012	0.0882366	0.0586821	5469	0.00330325
MEMO002	MEMO060	1663960	15618816	0.0962785	0.0561059	5487	0.00329756
MEMO002	MEMO061	1612909	15039111	0.0968597	0.0559289	5377	0.00333373
MEMO002	MEMO062	1453353	13804914	0.0952502	0.0564221	4500	0.00309629
MEMO002	MEMO063	1930458	18319364	0.0953321	0.0563967	6877	0.00356237
MEMO002	MEMO064	1820125	17847716	0.0925432	0.0572723	6500	0.00357118
MEMO002	MEMO065	1685329	15983657	0.0953835	0.0563809	5642	0.00334771
MEMO002	MEMO066	1629254	15728317	0.0938642	0.0568541	5817	0.00357035
MEMO002	MEMO067	1804663	17045628	0.0957366	0.0562721	6503	0.00360344
MEMO002	MEMO068	1688841	15600215	0.0976827	0.0556802	5658	0.00335023
MEMO002	MEMO069	1206551	12711580	0.0866892	0.0592069	4008	0.00332187
MEMO002	MEMO070	1583861	17248480	0.0841032	0.060107	5939	0.0037497
MEMO002	MEMO071	1741221	17832020	0.0889593	0.0584404	5884	0.00337924
MEMO002	MEMO072	1871032	17343798	0.0973744	0.0557731	6695	0.00357824
MEMO002	MEMO073	1818003	17917004	0.0921207	0.0574074	6382	0.00351045
MEMO002	MEMO074	2058659	21863728	0.0860557	0.0594247	7834	0.00380539
MEMO002	MEMO075	2247981	25379794	0.0813667	0.0610925	9268	0.00412281
MEMO002	MEMO077	1501307	14801236	0.0920904	0.0574171	5308	0.00353559
MEMO002	MEMO078	1629415	16838136	0.0882312	0.0586839	5417	0.00332451
MEMO002	MEMO079	1634620	15688188	0.0943623	0.056698	5262	0.0032191
MEMO002	MEMO080	1295566	13516334	0.0874679	0.0589416	3610	0.00278643
MEMO002	MEMO081	622904	18670518	0.0322858	0.0894115	9359	0.0150248
MEMO002	MEMO082	2046658	23136604	0.0812706	0.0611278	8166	0.00398992
MEMO002	MEMO083	1947568	20031584	0.0886098	0.058557	7194	0.00369384
MEMO002	MEMO084	1677593	15768983	0.096156	0.0561434	5923	0.00353065
MEMO002	MEMO085	1808092	18666476	0.0883092	0.0586577	6372	0.00352416
MEMO002	MEMO086	1069082	11648031	0.0840664	0.06012	2874	0.00268829
MEMO002	MEMO087	2265785	31521752	0.0670598	0.066901	9532	0.00420693
MEMO002	MEMO088	2235850	34582624	0.0607263	0.0699092	11902	0.00532325
MEMO002	MEMO089	2444644	38661232	0.0594719	0.0705444	11622	0.00475407
MEMO002	MEMO090	1634229	16467560	0.09028	0.0580041	6142	0.00375835
MEMO002	MEMO091	1393753	13083686	0.0962707	0.0561083	4487	0.00321937
MEMO002	MEMO092	1808538	17441784	0.0939485	0.0568276	6539	0.00361563
MEMO002	MEMO093	1489923	14275739	0.0945043	0.0566537	4327	0.00290418
MEMO002	MEMO094	1713710	15858310	0.0975249	0.0557277	5972	0.00348484
MEMO002	MEMO095	1972234	20513880	0.087709	0.0588599	7466	0.00378555
MEMO002	MEMO096	1896956	19425178	0.0889665	0.058438	7421	0.00391206
MEMO002	MEMO097	1767882	17858572	0.0900765	0.0580709	5491	0.00310598
MEMO002	MEMO098	1745901	17777302	0.089427	0.0582851	6394	0.00366229
MEMO002	MEMO099	1768134	17596046	0.0913095	0.0576688	6767	0.0038272
MEMO002	MEMO100	1756774	17190674	0.0927182	0.0572165	6207	0.00353318
MEMO002	MEMO101	1472778	13524440	0.0982034	0.055524	4839	0.00328563
MEMO002	MEMO102	7726	14109615	0.00054727	0.219934	91	0.0117784
MEMO002	MEMO103	1668498	15569342	0.0967928	0.0559492	5579	0.00334373
MEMO002	MEMO104	1636774	16524116	0.0901263	0.0580545	5515	0.00336943
MEMO002	MEMO105	1523748	15173300	0.0912585	0.0576853	4772	0.00313175
MEMO002	MEMO106	1334545	12858377	0.0940289	0.0568024	4000	0.00299728
MEMO002	MEMO107	521634	15157199	0.0332699	0.0884736	7436	0.0142552
MEMO002	MEMO108	1345460	16105426	0.0770998	0.0627026	4209	0.0031283
MEMO002	MEMO109	1776962	17669552	0.0913769	0.057647	6141	0.0034559
MEMO002	MEMO110	2008712	20717238	0.0883885	0.0586311	7799	0.00388259
MEMO002	MEMO111	7033	23864008	0.000294625	0.239902	96	0.0136499
MEMO002	MEMO112	8296	27291460	0.000303885	0.238904	117	0.0141032
MEMO002	MEMO113	6509	22995452	0.000282976	0.241203	92	0.0141343
MEMO002	MEMO115	9668	18544604	0.000521066	0.221516	133	0.0137567
MEMO002	MEMO116	9977	19094414	0.000522236	0.221444	137	0.0137316
MEMO002	MEMO117	9470	16943032	0.00055862	0.219273	122	0.0128828
MEMO002	MEMO118	8954	14870656	0.000601763	0.216874	116	0.0129551
MEMO002	MEMO119	834007	10701509	0.0722991	0.0646323	1769	0.00212109
MEMO002	MEMO120	1777806	16843784	0.0954702	0.0563541	6323	0.00355663
MEMO002	MEMO121	1729149	17832382	0.0883954	0.0586288	5649	0.00326692
MEMO002	MEMO122	1928089	18473456	0.094507	0.0566528	6619	0.00343293
MEMO002	MEMO123	1983532	20659672	0.0875994	0.058897	7337	0.00369896
MEMO002	MEMO124	1663730	15217143	0.0985571	0.0554184	5729	0.00344347
MEMO002	MEMO125	1797441	17560116	0.0928547	0.0571731	5915	0.00329079
MEMO002	MEMO126	1707789	17078364	0.0909068	0.0577994	5703	0.00333941
MEMO002	MEMO127	1753577	19632064	0.0819979	0.0608621	5879	0.00335258
MEMO002	MEMO128	1530501	16046512	0.087074	0.0590755	4696	0.00306828
MEMO002	MEMO129	1382351	15130490	0.0837137	0.0602451	3948	0.002856
MEMO002	MEMO130	1531807	16181803	0.0864763	0.0592799	4827	0.00315118
MEMO002	MEMO131	807926	10894191	0.069041	0.0660216	2195	0.00271683
MEMO002	MEMO132	648344	19934948	0.0314986	0.0901832	9800	0.0151154
MEMO002	MEMO133	2245078	27924922	0.0744143	0.0637657	8840	0.0039375
MEMO002	MEMO134	1707569	18334004	0.0852014	0.0597212	5642	0.00330411
MEMO002	MEMO135	1767134	16146597	0.0986469	0.0553916	6181	0.00349775
MEMO002	MEMO136	1831705	17817212	0.0932217	0.0570567	6492	0.00354424
MEMO002	MEMO137	1705413	17059156	0.0908847	0.0578066	6238	0.00365776
MEMO002	MEMO138	1753346	18312684	0.0873788	0.0589718	6586	0.00375625
MEMO002	MEMO139	1476145	14138270	0.0945373	0.0566434	4711	0.00319142
MEMO002	MEMO140	1568193	15273401	0.0931143	0.0570907	5300	0.00337969
MEMO002	MEMO141	1561336	17081240	0.0837511	0.0602318	5181	0.00331831
MEMO002	MEMO142	1757146	17213550	0.0926242	0.0572464	5757	0.00327634
MEMO002	MEMO143	1724589	18368056	0.0858319	0.0595021	5707	0.00330919
MEMO002	MEMO144	1901796	18060624	0.0952688	0.0564163	6612	0.00347671
MEMO002	MEMO145	1813161	17630272	0.0932531	0.0570467	6438	0.00355071
MEMO002	MEMO146	1627509	14916721	0.0983732	0.0554732	5262	0.00323316
MEMO002	MEMO147	1972168	20326772	0.0884422	0.0586131	7796	0.00395301
MEMO002	MEMO148	1811535	17363508	0.0944736	0.0566633	6805	0.00375648
MEMO002	MEMO149	1570107	16321590	0.0877562	0.058844	5111	0.00325519
MEMO002	NEMO01	1471317	14100057	0.0944886	0.0566586	4741	0.00322228
MEMO002	NEMO02	901570	10264405	0.0807426	0.0613223	2258	0.00250452
MEMO002	NEMO03	1973143	23201988	0.0783767	0.0622109	7456	0.00377874
MEMO002	NEMO04	872692	10654537	0.075707	0.0632489	2384	0.00273178
MEMO002	NEMO05	899585	10238599	0.0807659	0.0613137	2337	0.00259786
MEMO002	NEMO06	1907369	19932812	0.087333	0.0589873	7267	0.00380996
MEMO002	NEMO07	1557985	14814676	0.0951577	0.0564507	5165	0.00331518
MEMO002	NEMO08	2149694	24025932	0.0821258	0.0608156	8588	0.00399499
